楼层,分区,活动,活动名称(参考),月份,计划量,完成量,活动开始,活动结束
B1,B1|F021,act_wall,Wall,,,,,
B1,B1|F021,act_corewall,Core Wall,,,,,
B1,B1|F021,act_colcorbel,Columns Corbel,,,,,
B1,B1|C022,col,Columns,,,,,
B1,B1|C022,pile,Pile Caps,,,,,
B1,B1|C022,mbeam,Steel Main Beams,,,,,
B1,B1|C022,cbeam,Cast S Main Beams,,,,,
B1,B1|C022,ls,Lift / Stairs,,,,,
B1,B1|C022,exc,Excavation,,,,,
B1,B1|C022,demo,Demolition,,,,,
B1,B1|C022,slab,Cast Slab,,,,,
B1,B1|C022,act_wall,Wall,,,,,
B1,B1|C022,act_corewall,Core Wall,,,,,
B1,B1|C022,act_colcorbel,Columns Corbel,,,,,
B1,B1|A04,col,Columns,,,,,
B1,B1|A04,pile,Pile Caps,,,,,
B1,B1|A04,mbeam,Steel Main Beams,,,,,
B1,B1|A04,cbeam,Cast S Main Beams,,,,,
B1,B1|A04,ls,Lift / Stairs,,,,,
B1,B1|A04,exc,Excavation,,,,,
B1,B1|A04,demo,Demolition,,,,,
B1,B1|A04,slab,Cast Slab,,,,,
B1,B1|A04,act_wall,Wall,,,,,
B1,B1|A04,act_corewall,Core Wall,,,,,
B1,B1|A04,act_colcorbel,Columns Corbel,,,,,
B1,B1|C023,col,Columns,,,,,
B1,B1|C023,pile,Pile Caps,,,,,
B1,B1|C023,mbeam,Steel Main Beams,,,,,
B1,B1|C023,cbeam,Cast S Main Beams,,,,,
B1,B1|C023,ls,Lift / Stairs,,,,,
B1,B1|C023,exc,Excavation,,,,,
B1,B1|C023,demo,Demolition,,,,,
B1,B1|C023,slab,Cast Slab,,,,,
B1,B1|C023,act_wall,Wall,,,,,
B1,B1|C023,act_corewall,Core Wall,,,,,
B1,B1|C023,act_colcorbel,Columns Corbel,,,,,
B1,B1|B02,col,Columns,,,,,
B1,B1|B02,pile,Pile Caps,,,,,
B1,B1|B02,mbeam,Steel Main Beams,,,,,
B1,B1|B02,cbeam,Cast S Main Beams,,,,,
B1,B1|B02,ls,Lift / Stairs,,,,,
B1,B1|B02,exc,Excavation,,,,,
B1,B1|B02,demo,Demolition,,,,,
B1,B1|B02,slab,Cast Slab,,,,,
B1,B1|B02,act_wall,Wall,,,,,
B1,B1|B02,act_corewall,Core Wall,,,,,
B1,B1|B02,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S2.4,col,Columns,,,,,
B1,B1|EB1S2.4,pile,Pile Caps,,,,,
B1,B1|EB1S2.4,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S2.4,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S2.4,ls,Lift / Stairs,,,,,
B1,B1|EB1S2.4,exc,Excavation,,,,,
B1,B1|EB1S2.4,demo,Demolition,,,,,
B1,B1|EB1S2.4,slab,Cast Slab,,,,,
B1,B1|EB1S2.4,act_wall,Wall,,,,,
B1,B1|EB1S2.4,act_corewall,Core Wall,,,,,
B1,B1|EB1S2.4,act_colcorbel,Columns Corbel,,,,,
B1,B1|C01B,col,Columns,,,,,
B1,B1|C01B,pile,Pile Caps,,,,,
B1,B1|C01B,mbeam,Steel Main Beams,,,,,
B1,B1|C01B,cbeam,Cast S Main Beams,,,,,
B1,B1|C01B,ls,Lift / Stairs,,,,,
B1,B1|C01B,exc,Excavation,,,,,
B1,B1|C01B,demo,Demolition,,,,,
B1,B1|C01B,slab,Cast Slab,,,,,
B1,B1|C01B,act_wall,Wall,,,,,
B1,B1|C01B,act_corewall,Core Wall,,,,,
B1,B1|C01B,act_colcorbel,Columns Corbel,,,,,
B1,B1|A06,col,Columns,,,,,
B1,B1|A06,pile,Pile Caps,,,,,
B1,B1|A06,mbeam,Steel Main Beams,,,,,
B1,B1|A06,cbeam,Cast S Main Beams,,,,,
B1,B1|A06,ls,Lift / Stairs,,,,,
B1,B1|A06,exc,Excavation,,,,,
B1,B1|A06,demo,Demolition,,,,,
B1,B1|A06,slab,Cast Slab,,,,,
B1,B1|A06,act_wall,Wall,,,,,
B1,B1|A06,act_corewall,Core Wall,,,,,
B1,B1|A06,act_colcorbel,Columns Corbel,,,,,
B1,B1|B03,col,Columns,,,,,
B1,B1|B03,pile,Pile Caps,,,,,
B1,B1|B03,mbeam,Steel Main Beams,,,,,
B1,B1|B03,cbeam,Cast S Main Beams,,,,,
B1,B1|B03,ls,Lift / Stairs,,,,,
B1,B1|B03,exc,Excavation,,,,,
B1,B1|B03,demo,Demolition,,,,,
B1,B1|B03,slab,Cast Slab,,,,,
B1,B1|B03,act_wall,Wall,,,,,
B1,B1|B03,act_corewall,Core Wall,,,,,
B1,B1|B03,act_colcorbel,Columns Corbel,,,,,
B1,B1|C01A,col,Columns,,,,,
B1,B1|C01A,pile,Pile Caps,,,,,
B1,B1|C01A,mbeam,Steel Main Beams,,,,,
B1,B1|C01A,cbeam,Cast S Main Beams,,,,,
B1,B1|C01A,ls,Lift / Stairs,,,,,
B1,B1|C01A,exc,Excavation,,,,,
B1,B1|C01A,demo,Demolition,,,,,
B1,B1|C01A,slab,Cast Slab,,,,,
B1,B1|C01A,act_wall,Wall,,,,,
B1,B1|C01A,act_corewall,Core Wall,,,,,
B1,B1|C01A,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S2.3,col,Columns,,,,,
B1,B1|EB1S2.3,pile,Pile Caps,,,,,
B1,B1|EB1S2.3,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S2.3,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S2.3,ls,Lift / Stairs,,,,,
B1,B1|EB1S2.3,exc,Excavation,,,,,
B1,B1|EB1S2.3,demo,Demolition,,,,,
B1,B1|EB1S2.3,slab,Cast Slab,,,,,
B1,B1|EB1S2.3,act_wall,Wall,,,,,
B1,B1|EB1S2.3,act_corewall,Core Wall,,,,,
B1,B1|EB1S2.3,act_colcorbel,Columns Corbel,,,,,
B1,B1|A03,col,Columns,,,,,
B1,B1|A03,pile,Pile Caps,,,,,
B1,B1|A03,mbeam,Steel Main Beams,,,,,
B1,B1|A03,cbeam,Cast S Main Beams,,,,,
B1,B1|A03,ls,Lift / Stairs,,,,,
B1,B1|A03,exc,Excavation,,,,,
B1,B1|A03,demo,Demolition,,,,,
B1,B1|A03,slab,Cast Slab,,,,,
B1,B1|A03,act_wall,Wall,,,,,
B1,B1|A03,act_corewall,Core Wall,,,,,
B1,B1|A03,act_colcorbel,Columns Corbel,,,,,
B1,B1|C01A1,col,Columns,,,,,
B1,B1|C01A1,pile,Pile Caps,,,,,
B1,B1|C01A1,mbeam,Steel Main Beams,,,,,
B1,B1|C01A1,cbeam,Cast S Main Beams,,,,,
B1,B1|C01A1,ls,Lift / Stairs,,,,,
B1,B1|C01A1,exc,Excavation,,,,,
B1,B1|C01A1,demo,Demolition,,,,,
B1,B1|C01A1,slab,Cast Slab,,,,,
B1,B1|C01A1,act_wall,Wall,,,,,
B1,B1|C01A1,act_corewall,Core Wall,,,,,
B1,B1|C01A1,act_colcorbel,Columns Corbel,,,,,
B1,B1|B01,col,Columns,,,,,
B1,B1|B01,pile,Pile Caps,,,,,
B1,B1|B01,mbeam,Steel Main Beams,,,,,
B1,B1|B01,cbeam,Cast S Main Beams,,,,,
B1,B1|B01,ls,Lift / Stairs,,,,,
B1,B1|B01,exc,Excavation,,,,,
B1,B1|B01,demo,Demolition,,,,,
B1,B1|B01,slab,Cast Slab,,,,,
B1,B1|B01,act_wall,Wall,,,,,
B1,B1|B01,act_corewall,Core Wall,,,,,
B1,B1|B01,act_colcorbel,Columns Corbel,,,,,
B1,B1|A05,col,Columns,,,,,
B1,B1|A05,pile,Pile Caps,,,,,
B1,B1|A05,mbeam,Steel Main Beams,,,,,
B1,B1|A05,cbeam,Cast S Main Beams,,,,,
B1,B1|A05,ls,Lift / Stairs,,,,,
B1,B1|A05,exc,Excavation,,,,,
B1,B1|A05,demo,Demolition,,,,,
B1,B1|A05,slab,Cast Slab,,,,,
B1,B1|A05,act_wall,Wall,,,,,
B1,B1|A05,act_corewall,Core Wall,,,,,
B1,B1|A05,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S7,col,Columns,,,,,
B1,B1|EB1S7,pile,Pile Caps,,,,,
B1,B1|EB1S7,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S7,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S7,ls,Lift / Stairs,,,,,
B1,B1|EB1S7,exc,Excavation,,,,,
B1,B1|EB1S7,demo,Demolition,,,,,
B1,B1|EB1S7,slab,Cast Slab,,,,,
B1,B1|EB1S7,act_wall,Wall,,,,,
B1,B1|EB1S7,act_corewall,Core Wall,,,,,
B1,B1|EB1S7,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S2.2,col,Columns,,,,,
B1,B1|EB1S2.2,pile,Pile Caps,,,,,
B1,B1|EB1S2.2,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S2.2,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S2.2,ls,Lift / Stairs,,,,,
B1,B1|EB1S2.2,exc,Excavation,,,,,
B1,B1|EB1S2.2,demo,Demolition,,,,,
B1,B1|EB1S2.2,slab,Cast Slab,,,,,
B1,B1|EB1S2.2,act_wall,Wall,,,,,
B1,B1|EB1S2.2,act_corewall,Core Wall,,,,,
B1,B1|EB1S2.2,act_colcorbel,Columns Corbel,,,,,
B1,B1|A01,col,Columns,,,,,
B1,B1|A01,pile,Pile Caps,,,,,
B1,B1|A01,mbeam,Steel Main Beams,,,,,
B1,B1|A01,cbeam,Cast S Main Beams,,,,,
B1,B1|A01,ls,Lift / Stairs,,,,,
B1,B1|A01,exc,Excavation,,,,,
B1,B1|A01,demo,Demolition,,,,,
B1,B1|A01,slab,Cast Slab,,,,,
B1,B1|A01,act_wall,Wall,,,,,
B1,B1|A01,act_corewall,Core Wall,,,,,
B1,B1|A01,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S2.1,col,Columns,,,,,
B1,B1|EB1S2.1,pile,Pile Caps,,,,,
B1,B1|EB1S2.1,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S2.1,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S2.1,ls,Lift / Stairs,,,,,
B1,B1|EB1S2.1,exc,Excavation,,,,,
B1,B1|EB1S2.1,demo,Demolition,,,,,
B1,B1|EB1S2.1,slab,Cast Slab,,,,,
B1,B1|EB1S2.1,act_wall,Wall,,,,,
B1,B1|EB1S2.1,act_corewall,Core Wall,,,,,
B1,B1|EB1S2.1,act_colcorbel,Columns Corbel,,,,,
B1,B1|A07,col,Columns,,,,,
B1,B1|A07,pile,Pile Caps,,,,,
B1,B1|A07,mbeam,Steel Main Beams,,,,,
B1,B1|A07,cbeam,Cast S Main Beams,,,,,
B1,B1|A07,ls,Lift / Stairs,,,,,
B1,B1|A07,exc,Excavation,,,,,
B1,B1|A07,demo,Demolition,,,,,
B1,B1|A07,slab,Cast Slab,,,,,
B1,B1|A07,act_wall,Wall,,,,,
B1,B1|A07,act_corewall,Core Wall,,,,,
B1,B1|A07,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S6,col,Columns,,,,,
B1,B1|EB1S6,pile,Pile Caps,,,,,
B1,B1|EB1S6,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S6,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S6,ls,Lift / Stairs,,,,,
B1,B1|EB1S6,exc,Excavation,,,,,
B1,B1|EB1S6,demo,Demolition,,,,,
B1,B1|EB1S6,slab,Cast Slab,,,,,
B1,B1|EB1S6,act_wall,Wall,,,,,
B1,B1|EB1S6,act_corewall,Core Wall,,,,,
B1,B1|EB1S6,act_colcorbel,Columns Corbel,,,,,
B1,B1|B04A,col,Columns,,,,,
B1,B1|B04A,pile,Pile Caps,,,,,
B1,B1|B04A,mbeam,Steel Main Beams,,,,,
B1,B1|B04A,cbeam,Cast S Main Beams,,,,,
B1,B1|B04A,ls,Lift / Stairs,,,,,
B1,B1|B04A,exc,Excavation,,,,,
B1,B1|B04A,demo,Demolition,,,,,
B1,B1|B04A,slab,Cast Slab,,,,,
B1,B1|B04A,act_wall,Wall,,,,,
B1,B1|B04A,act_corewall,Core Wall,,,,,
B1,B1|B04A,act_colcorbel,Columns Corbel,,,,,
B1,B1|A02,col,Columns,,,,,
B1,B1|A02,pile,Pile Caps,,,,,
B1,B1|A02,mbeam,Steel Main Beams,,,,,
B1,B1|A02,cbeam,Cast S Main Beams,,,,,
B1,B1|A02,ls,Lift / Stairs,,,,,
B1,B1|A02,exc,Excavation,,,,,
B1,B1|A02,demo,Demolition,,,,,
B1,B1|A02,slab,Cast Slab,,,,,
B1,B1|A02,act_wall,Wall,,,,,
B1,B1|A02,act_corewall,Core Wall,,,,,
B1,B1|A02,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S1,col,Columns,,,,,
B1,B1|EB1S1,pile,Pile Caps,,,,,
B1,B1|EB1S1,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S1,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S1,ls,Lift / Stairs,,,,,
B1,B1|EB1S1,exc,Excavation,,,,,
B1,B1|EB1S1,demo,Demolition,,,,,
B1,B1|EB1S1,slab,Cast Slab,,,,,
B1,B1|EB1S1,act_wall,Wall,,,,,
B1,B1|EB1S1,act_corewall,Core Wall,,,,,
B1,B1|EB1S1,act_colcorbel,Columns Corbel,,,,,
B1,B1|B04,col,Columns,,,,,
B1,B1|B04,pile,Pile Caps,,,,,
B1,B1|B04,mbeam,Steel Main Beams,,,,,
B1,B1|B04,cbeam,Cast S Main Beams,,,,,
B1,B1|B04,ls,Lift / Stairs,,,,,
B1,B1|B04,exc,Excavation,,,,,
B1,B1|B04,demo,Demolition,,,,,
B1,B1|B04,slab,Cast Slab,,,,,
B1,B1|B04,act_wall,Wall,,,,,
B1,B1|B04,act_corewall,Core Wall,,,,,
B1,B1|B04,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S8,col,Columns,,,,,
B1,B1|EB1S8,pile,Pile Caps,,,,,
B1,B1|EB1S8,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S8,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S8,ls,Lift / Stairs,,,,,
B1,B1|EB1S8,exc,Excavation,,,,,
B1,B1|EB1S8,demo,Demolition,,,,,
B1,B1|EB1S8,slab,Cast Slab,,,,,
B1,B1|EB1S8,act_wall,Wall,,,,,
B1,B1|EB1S8,act_corewall,Core Wall,,,,,
B1,B1|EB1S8,act_colcorbel,Columns Corbel,,,,,
B1,B1|EB1S5,col,Columns,,,,,
B1,B1|EB1S5,pile,Pile Caps,,,,,
B1,B1|EB1S5,mbeam,Steel Main Beams,,,,,
B1,B1|EB1S5,cbeam,Cast S Main Beams,,,,,
B1,B1|EB1S5,ls,Lift / Stairs,,,,,
B1,B1|EB1S5,exc,Excavation,,,,,
B1,B1|EB1S5,demo,Demolition,,,,,
B1,B1|EB1S5,slab,Cast Slab,,,,,
B1,B1|EB1S5,act_wall,Wall,,,,,
B1,B1|EB1S5,act_corewall,Core Wall,,,,,
B1,B1|EB1S5,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S7,col,Columns,,,,,
B1M,B1M|S7,pile,Pile Caps,,,,,
B1M,B1M|S7,mbeam,Steel Main Beams,,,,,
B1M,B1M|S7,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S7,ls,Lift / Stairs,,,,,
B1M,B1M|S7,exc,Excavation,,,,,
B1M,B1M|S7,demo,Demolition,,,,,
B1M,B1M|S7,slab,Cast Slab,,,,,
B1M,B1M|S7,act_wall,Wall,,,,,
B1M,B1M|S7,act_corewall,Core Wall,,,,,
B1M,B1M|S7,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S6,col,Columns,,,,,
B1M,B1M|S6,pile,Pile Caps,,,,,
B1M,B1M|S6,mbeam,Steel Main Beams,,,,,
B1M,B1M|S6,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S6,ls,Lift / Stairs,,,,,
B1M,B1M|S6,exc,Excavation,,,,,
B1M,B1M|S6,demo,Demolition,,,,,
B1M,B1M|S6,slab,Cast Slab,,,,,
B1M,B1M|S6,act_wall,Wall,,,,,
B1M,B1M|S6,act_corewall,Core Wall,,,,,
B1M,B1M|S6,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S5,col,Columns,,,,,
B1M,B1M|S5,pile,Pile Caps,,,,,
B1M,B1M|S5,mbeam,Steel Main Beams,,,,,
B1M,B1M|S5,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S5,ls,Lift / Stairs,,,,,
B1M,B1M|S5,exc,Excavation,,,,,
B1M,B1M|S5,demo,Demolition,,,,,
B1M,B1M|S5,slab,Cast Slab,,,,,
B1M,B1M|S5,act_wall,Wall,,,,,
B1M,B1M|S5,act_corewall,Core Wall,,,,,
B1M,B1M|S5,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S8,col,Columns,,,,,
B1M,B1M|S8,pile,Pile Caps,,,,,
B1M,B1M|S8,mbeam,Steel Main Beams,,,,,
B1M,B1M|S8,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S8,ls,Lift / Stairs,,,,,
B1M,B1M|S8,exc,Excavation,,,,,
B1M,B1M|S8,demo,Demolition,,,,,
B1M,B1M|S8,slab,Cast Slab,,,,,
B1M,B1M|S8,act_wall,Wall,,,,,
B1M,B1M|S8,act_corewall,Core Wall,,,,,
B1M,B1M|S8,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S4,col,Columns,,,,,
B1M,B1M|S4,pile,Pile Caps,,,,,
B1M,B1M|S4,mbeam,Steel Main Beams,,,,,
B1M,B1M|S4,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S4,ls,Lift / Stairs,,,,,
B1M,B1M|S4,exc,Excavation,,,,,
B1M,B1M|S4,demo,Demolition,,,,,
B1M,B1M|S4,slab,Cast Slab,,,,,
B1M,B1M|S4,act_wall,Wall,,,,,
B1M,B1M|S4,act_corewall,Core Wall,,,,,
B1M,B1M|S4,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S3,col,Columns,,,,,
B1M,B1M|S3,pile,Pile Caps,,,,,
B1M,B1M|S3,mbeam,Steel Main Beams,,,,,
B1M,B1M|S3,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S3,ls,Lift / Stairs,,,,,
B1M,B1M|S3,exc,Excavation,,,,,
B1M,B1M|S3,demo,Demolition,,,,,
B1M,B1M|S3,slab,Cast Slab,,,,,
B1M,B1M|S3,act_wall,Wall,,,,,
B1M,B1M|S3,act_corewall,Core Wall,,,,,
B1M,B1M|S3,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S1,col,Columns,,,,,
B1M,B1M|S1,pile,Pile Caps,,,,,
B1M,B1M|S1,mbeam,Steel Main Beams,,,,,
B1M,B1M|S1,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S1,ls,Lift / Stairs,,,,,
B1M,B1M|S1,exc,Excavation,,,,,
B1M,B1M|S1,demo,Demolition,,,,,
B1M,B1M|S1,slab,Cast Slab,,,,,
B1M,B1M|S1,act_wall,Wall,,,,,
B1M,B1M|S1,act_corewall,Core Wall,,,,,
B1M,B1M|S1,act_colcorbel,Columns Corbel,,,,,
B1M,B1M|S2,col,Columns,,,,,
B1M,B1M|S2,pile,Pile Caps,,,,,
B1M,B1M|S2,mbeam,Steel Main Beams,,,,,
B1M,B1M|S2,cbeam,Cast S Main Beams,,,,,
B1M,B1M|S2,ls,Lift / Stairs,,,,,
B1M,B1M|S2,exc,Excavation,,,,,
B1M,B1M|S2,demo,Demolition,,,,,
B1M,B1M|S2,slab,Cast Slab,,,,,
B1M,B1M|S2,act_wall,Wall,,,,,
B1M,B1M|S2,act_corewall,Core Wall,,,,,
B1M,B1M|S2,act_colcorbel,Columns Corbel,,,,,
L1,L1|ZC3.1B,col,Columns,,,,,
L1,L1|ZC3.1B,pile,Pile Caps,,,,,
L1,L1|ZC3.1B,mbeam,Steel Main Beams,,,,,
L1,L1|ZC3.1B,cbeam,Cast S Main Beams,,,,,
L1,L1|ZC3.1B,ls,Lift / Stairs,,,,,
L1,L1|ZC3.1B,exc,Excavation,,,,,
L1,L1|ZC3.1B,demo,Demolition,,,,,
L1,L1|ZC3.1B,slab,Cast Slab,,,,,
L1,L1|ZC3.1B,act_wall,Wall,,,,,
L1,L1|ZC3.1B,act_corewall,Core Wall,,,,,
L1,L1|ZC3.1B,act_colcorbel,Columns Corbel,,,,,
L1,L1|ZC3.1A,col,Columns,,,,,
L1,L1|ZC3.1A,pile,Pile Caps,,,,,
L1,L1|ZC3.1A,mbeam,Steel Main Beams,,,,,
L1,L1|ZC3.1A,cbeam,Cast S Main Beams,,,,,
L1,L1|ZC3.1A,ls,Lift / Stairs,,,,,
L1,L1|ZC3.1A,exc,Excavation,,,,,
L1,L1|ZC3.1A,demo,Demolition,,,,,
L1,L1|ZC3.1A,slab,Cast Slab,,,,,
L1,L1|ZC3.1A,act_wall,Wall,,,,,
L1,L1|ZC3.1A,act_corewall,Core Wall,,,,,
L1,L1|ZC3.1A,act_colcorbel,Columns Corbel,,,,,
L1,L1|ZC3.2,col,Columns,,,,,
L1,L1|ZC3.2,pile,Pile Caps,,,,,
L1,L1|ZC3.2,mbeam,Steel Main Beams,,,,,
L1,L1|ZC3.2,cbeam,Cast S Main Beams,,,,,
L1,L1|ZC3.2,ls,Lift / Stairs,,,,,
L1,L1|ZC3.2,exc,Excavation,,,,,
L1,L1|ZC3.2,demo,Demolition,,,,,
L1,L1|ZC3.2,slab,Cast Slab,,,,,
L1,L1|ZC3.2,act_wall,Wall,,,,,
L1,L1|ZC3.2,act_corewall,Core Wall,,,,,
L1,L1|ZC3.2,act_colcorbel,Columns Corbel,,,,,
L1,L1|MSLAB2,col,Columns,,,,,
L1,L1|MSLAB2,pile,Pile Caps,,,,,
L1,L1|MSLAB2,mbeam,Steel Main Beams,,,,,
L1,L1|MSLAB2,cbeam,Cast S Main Beams,,,,,
L1,L1|MSLAB2,ls,Lift / Stairs,,,,,
L1,L1|MSLAB2,exc,Excavation,,,,,
L1,L1|MSLAB2,demo,Demolition,,,,,
L1,L1|MSLAB2,slab,Cast Slab,,,,,
L1,L1|MSLAB2,act_wall,Wall,,,,,
L1,L1|MSLAB2,act_corewall,Core Wall,,,,,
L1,L1|MSLAB2,act_colcorbel,Columns Corbel,,,,,
L1,L1|ZC2.2,col,Columns,,,,,
L1,L1|ZC2.2,pile,Pile Caps,,,,,
L1,L1|ZC2.2,mbeam,Steel Main Beams,,,,,
L1,L1|ZC2.2,cbeam,Cast S Main Beams,,,,,
L1,L1|ZC2.2,ls,Lift / Stairs,,,,,
L1,L1|ZC2.2,exc,Excavation,,,,,
L1,L1|ZC2.2,demo,Demolition,,,,,
L1,L1|ZC2.2,slab,Cast Slab,,,,,
L1,L1|ZC2.2,act_wall,Wall,,,,,
L1,L1|ZC2.2,act_corewall,Core Wall,,,,,
L1,L1|ZC2.2,act_colcorbel,Columns Corbel,,,,,
L1,L1|MSLAB3,col,Columns,,,,,
L1,L1|MSLAB3,pile,Pile Caps,,,,,
L1,L1|MSLAB3,mbeam,Steel Main Beams,,,,,
L1,L1|MSLAB3,cbeam,Cast S Main Beams,,,,,
L1,L1|MSLAB3,ls,Lift / Stairs,,,,,
L1,L1|MSLAB3,exc,Excavation,,,,,
L1,L1|MSLAB3,demo,Demolition,,,,,
L1,L1|MSLAB3,slab,Cast Slab,,,,,
L1,L1|MSLAB3,act_wall,Wall,,,,,
L1,L1|MSLAB3,act_corewall,Core Wall,,,,,
L1,L1|MSLAB3,act_colcorbel,Columns Corbel,,,,,
L1,L1|ZC1,col,Columns,,,,,
L1,L1|ZC1,pile,Pile Caps,,,,,
L1,L1|ZC1,mbeam,Steel Main Beams,,,,,
L1,L1|ZC1,cbeam,Cast S Main Beams,,,,,
L1,L1|ZC1,ls,Lift / Stairs,,,,,
L1,L1|ZC1,exc,Excavation,,,,,
L1,L1|ZC1,demo,Demolition,,,,,
L1,L1|ZC1,slab,Cast Slab,,,,,
L1,L1|ZC1,act_wall,Wall,,,,,
L1,L1|ZC1,act_corewall,Core Wall,,,,,
L1,L1|ZC1,act_colcorbel,Columns Corbel,,,,,
L1,L1|CAPPINGBEAM6,col,Columns,,,,,
L1,L1|CAPPINGBEAM6,pile,Pile Caps,,,,,
L1,L1|CAPPINGBEAM6,mbeam,Steel Main Beams,,,,,
L1,L1|CAPPINGBEAM6,cbeam,Cast S Main Beams,,,,,
L1,L1|CAPPINGBEAM6,ls,Lift / Stairs,,,,,
L1,L1|CAPPINGBEAM6,exc,Excavation,,,,,
L1,L1|CAPPINGBEAM6,demo,Demolition,,,,,
L1,L1|CAPPINGBEAM6,slab,Cast Slab,,,,,
L1,L1|CAPPINGBEAM6,act_wall,Wall,,,,,
L1,L1|CAPPINGBEAM6,act_corewall,Core Wall,,,,,
L1,L1|CAPPINGBEAM6,act_colcorbel,Columns Corbel,,,,,
L1,L1|CAPPINGBEAM7,col,Columns,,,,,
L1,L1|CAPPINGBEAM7,pile,Pile Caps,,,,,
L1,L1|CAPPINGBEAM7,mbeam,Steel Main Beams,,,,,
L1,L1|CAPPINGBEAM7,cbeam,Cast S Main Beams,,,,,
L1,L1|CAPPINGBEAM7,ls,Lift / Stairs,,,,,
L1,L1|CAPPINGBEAM7,exc,Excavation,,,,,
L1,L1|CAPPINGBEAM7,demo,Demolition,,,,,
L1,L1|CAPPINGBEAM7,slab,Cast Slab,,,,,
L1,L1|CAPPINGBEAM7,act_wall,Wall,,,,,
L1,L1|CAPPINGBEAM7,act_corewall,Core Wall,,,,,
L1,L1|CAPPINGBEAM7,act_colcorbel,Columns Corbel,,,,,
L1,L1|SLAB11A,col,Columns,,,,,
L1,L1|SLAB11A,pile,Pile Caps,,,,,
L1,L1|SLAB11A,mbeam,Steel Main Beams,,,,,
L1,L1|SLAB11A,cbeam,Cast S Main Beams,,,,,
L1,L1|SLAB11A,ls,Lift / Stairs,,,,,
L1,L1|SLAB11A,exc,Excavation,,,,,
L1,L1|SLAB11A,demo,Demolition,,,,,
L1,L1|SLAB11A,slab,Cast Slab,,,,,
L1,L1|SLAB11A,act_wall,Wall,,,,,
L1,L1|SLAB11A,act_corewall,Core Wall,,,,,
L1,L1|SLAB11A,act_colcorbel,Columns Corbel,,,,,
L1,L1|SLAB11B,col,Columns,,,,,
L1,L1|SLAB11B,pile,Pile Caps,,,,,
L1,L1|SLAB11B,mbeam,Steel Main Beams,,,,,
L1,L1|SLAB11B,cbeam,Cast S Main Beams,,,,,
L1,L1|SLAB11B,ls,Lift / Stairs,,,,,
L1,L1|SLAB11B,exc,Excavation,,,,,
L1,L1|SLAB11B,demo,Demolition,,,,,
L1,L1|SLAB11B,slab,Cast Slab,,,,,
L1,L1|SLAB11B,act_wall,Wall,,,,,
L1,L1|SLAB11B,act_corewall,Core Wall,,,,,
L1,L1|SLAB11B,act_colcorbel,Columns Corbel,,,,,
L1,L1|MSLAB4,col,Columns,,,,,
L1,L1|MSLAB4,pile,Pile Caps,,,,,
L1,L1|MSLAB4,mbeam,Steel Main Beams,,,,,
L1,L1|MSLAB4,cbeam,Cast S Main Beams,,,,,
L1,L1|MSLAB4,ls,Lift / Stairs,,,,,
L1,L1|MSLAB4,exc,Excavation,,,,,
L1,L1|MSLAB4,demo,Demolition,,,,,
L1,L1|MSLAB4,slab,Cast Slab,,,,,
L1,L1|MSLAB4,act_wall,Wall,,,,,
L1,L1|MSLAB4,act_corewall,Core Wall,,,,,
L1,L1|MSLAB4,act_colcorbel,Columns Corbel,,,,,
